marque;modele;annee;age_voiture;carburant;boite_vitesse;kilometrage;puissance_fiscale_cv;puissance_reelle_ch;prix;code_postal;url_annonce
Toyota;C-Hr;2017;9;hybride;Automatique;75045;4;98;18499;59;https://www.autosphere.fr/fiche/auto-occasion-toyota-c-hr-122h-graphic-2wd-e-cvt-59160-lomme-300356
Volkswagen;T-Roc;2022;4;diesel;Automatique;69256;8;150;28199;16;https://www.autosphere.fr/fiche/auto-occasion-volkswagen-t-roc-2-0-tdi-150ch-style-dsg7-16430-champniers-801625
Citroen;C3;2023;3;essence;Manuelle;28800;4;83;12852;51;https://www.autosphere.fr/fiche-mixte/auto-occasion-citroen-c3-1-2-puretech-83ch-s-s-shine-51100-reims-001416
Peugeot;2008;2008;18;essence;Automatique;51029;7;130;16480;38;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-2008-1-2-puretech-130ch-s-s-gt-eat8-38000-grenoble-115465
Peugeot;3008;2021;5;hybride;Automatique;77801;10;225;20490;73;https://www.autosphere.fr/fiche4/auto-occasion-peugeot-3008-hybrid-225ch-allure-pack-e-eat8-73000-chambery-331128
Peugeot;208;2022;4;diesel;Manuelle;42168;5;100;13499;79;https://www.autosphere.fr/fiche/auto-occasion-peugeot-208-1-5-bluehdi-100ch-s-s-active-79000-niort-1242950
Ford;Puma;2022;4;e85;Manuelle;24629;6;125;17799;78;https://www.autosphere.fr/fiche-mixte/auto-occasion-ford-puma-1-0-flexifuel-125ch-s-s-mhev-titanium-design-3-78310-coignieres-2021
Peugeot;208;2021;5;essence;Manuelle;60250;4;75;11399;60;https://www.autosphere.fr/fiche/auto-occasion-peugeot-208-1-2-puretech-75ch-s-s-style-60740-saint-maximin-1020069
Renault;Arkana;2023;3;hybride;Automatique;65000;5;145;20799;62;https://www.autosphere.fr/fiche/auto-occasion-renault-arkana-1-6-e-tech-hybride-145ch-techno-22-62219-longuenesse-251028
Citroen;C3 Aircross;2024;2;essence;Automatique;38439;7;130;17979;73;https://www.autosphere.fr/fiche4/auto-occasion-citroen-c3-aircross-1-2-puretech-130ch-s-s-plus-automatique-73000-chambery-330675
Dacia;Sandero;2025;1;gpl;Manuelle;21604;5;100;16900;38;https://www.autosphere.fr/fiche4/auto-occasion-dacia-sandero-1-0-eco-g-100ch-stepway-extreme-24-38200-vienne-100755
Peugeot;208;2022;4;électrique;Automatique;11659;4;136;16209;38;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-208-e-208-136ch-active-pack-38000-grenoble-115755
Peugeot;208;2025;1;essence;Automatique;15328;5;100;19999;86;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-208-1-2-hybrid-100ch-style-e-dcs6-86100-chatellerault-1232035
Ds;Ds 7;2024;2;diesel;Automatique;60680;7;130;30979;8;https://www.autosphere.fr/fiche4/auto-occasion-ds-ds-7-bluehdi-130ch-performance-line-automatique-08000-charleville-mezieres-190104
Dacia;Sandero;2023;3;gpl;Manuelle;17983;5;100;15499;59;https://www.autosphere.fr/fiche-mixte/auto-occasion-dacia-sandero-1-0-eco-g-100ch-stepway-confort-22-59223-roncq-512123
Renault;Grand Scénic;2023;3;essence;Automatique;78569;7;140;22978;25;https://www.autosphere.fr/fiche4/auto-occasion-renault-grand-scenic-1-3-tce-140ch-techno-edc-7-places-25300-pontarlier-663039
Nissan;Micra;2020;6;essence;Manuelle;54637;5;100;13999;59;https://www.autosphere.fr/fiche/auto-occasion-nissan-micra-1-0-ig-t-100ch-n-sport-2020-roue-de-secours-59400-cambrai-002879
Renault;Clio;2023;3;essence;Manuelle;29017;4;65;14280;38;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-clio-1-0-sce-65ch-evolution-38090-villefontaine-233608
Renault;Captur;2025;1;hybride;Automatique;12160;5;145;29499;13;https://www.autosphere.fr/fiche/auto-occasion-renault-captur-1-6-e-tech-full-hybrid-145ch-esprit-alpine-13730-saint-victoret-46302
Peugeot;208;2024;2;essence;Manuelle;9513;5;100;14399;92;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-208-1-2-puretech-100ch-s-s-active-92000-nanterre-052158
Citroen;C3;2023;3;essence;Manuelle;32305;4;83;11499;79;https://www.autosphere.fr/fiche-mixte/auto-occasion-citroen-c3-1-2-puretech-83ch-s-s-shine-79000-niort-1242638
Renault;Captur;2021;5;diesel;Manuelle;87923;5;95;14987;69;https://www.autosphere.fr/fiche4/auto-occasion-renault-captur-1-5-blue-dci-95ch-business-69200-venissieux-617681
Renault;Mégane;2022;4;électrique;Automatique;6151;4;220;24590;38;https://www.autosphere.fr/fiche4/auto-occasion-renault-megane-e-tech-megane-e-tech-ev60-220-ch-optimum-charge-techno-38300-bourgoin-jallieu-233889
Citroen;C3 Aircross;2023;3;essence;Automatique;27922;7;130;16999;79;https://www.autosphere.fr/fiche-mixte/auto-occasion-citroen-c3-aircross-puretech-130ch-s-s-shine-eat6-79000-niort-1242783
Renault;Clio;2023;3;essence;Manuelle;10628;5;90;15499;64;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-clio-1-0-tce-90ch-equilibre-64200-bassussarry-49835
Toyota;Yaris Cross;2025;1;hybride;Automatique;25855;5;92;23999;1;https://www.autosphere.fr/fiche/auto-occasion-toyota-yaris-cross-116h-dynamic-mc24-01120-dagneux-091816
Bmw;X1;2017;9;diesel;Automatique;96594;8;150;19980;1;https://www.autosphere.fr/fiche4/auto-occasion-bmw-x1-sdrive18da-150ch-sport-01000-bourg-en-bresse-127794
Renault;Mégane;2022;4;diesel;Automatique;61890;6;115;17999;57;https://www.autosphere.fr/fiche/auto-occasion-renault-megane-1-5-blue-dci-115ch-evolution-edc-57180-terville-242157
Dacia;Duster;2021;5;gpl;Manuelle;83222;5;100;14499;59;https://www.autosphere.fr/fiche/auto-occasion-dacia-duster-1-0-eco-g-100ch-prestige-4x2-59470-wormhout-250531
Renault;Clio;2023;3;hybride;Automatique;86533;5;145;16799;57;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-6-e-tech-145ch-full-hybrid-techno-57155-marly-227045
Peugeot;2008;2008;18;électrique;Automatique;59360;4;136;18599;13;https://www.autosphere.fr/fiche/auto-occasion-peugeot-2008-e-2008-136ch-gt-pack-13300-salon-de-provence-37210
Toyota;Rav4;2021;5;hybride;Automatique;112680;9;222;27299;74;https://www.autosphere.fr/fiche/auto-occasion-toyota-rav4-2-5-hybride-222ch-dynamic-business-awd-i-programme-beyond-zero-academy-my22-74330-epagny-143159
Peugeot;Traveller;2022;4;diesel;Manuelle;39447;6;120;34999;13;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-traveller-1-5-bluehdi-120ch-s-s-long-business-9-places-13100-aix-en-provence-95397
Mini;Mini;2022;4;essence;Manuelle;22208;5;102;21999;13;https://www.autosphere.fr/fiche-mixte/auto-occasion-mini-mini-one-102ch-edition-camden-13200-arles-239599
Peugeot;308 Sw;2024;2;essence;Automatique;41791;7;130;21799;37;https://www.autosphere.fr/fiche/auto-occasion-peugeot-308-sw-1-2-puretech-130ch-s-s-allure-pack-eat8-37540-saint-cyr-sur-loire-103052
Dacia;Sandero;2023;3;gpl;Manuelle;24613;5;100;15399;51;https://www.autosphere.fr/fiche/auto-occasion-dacia-sandero-1-0-eco-g-100ch-stepway-expression-51000-chalons-en-champagne-021885
Peugeot;208;2025;1;essence;Automatique;3652;5;100;24199;13;https://www.autosphere.fr/fiche/auto-occasion-peugeot-208-1-2-hybrid-100ch-gt-e-dcs6-13300-salon-de-provence-37132
Citroen;C5 Aircross;2021;5;hybride;Automatique;63867;10;225;22970;73;https://www.autosphere.fr/fiche4/auto-occasion-citroen-c5-aircross-hybrid-225ch-shine-pack-e-eat8-73203-albertville-212068
Toyota;Yaris;2025;1;hybride;Automatique;4882;5;92;25999;92;https://www.autosphere.fr/fiche/auto-occasion-toyota-yaris-130h-collection-5p-my25-92000-nanterre-st44158093
Peugeot;3008;2025;1;essence;Automatique;6000;7;145;40499;86;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-3008-1-2-hybrid-145ch-gt-e-dcs6-86000-poitiers-ss097307
Ds;Ds 7;2023;3;hybride;Automatique;66413;10;225;29299;86;https://www.autosphere.fr/fiche/auto-occasion-ds-ds-7-e-tense-225ch-performance-line-86000-poitiers-12092983
Peugeot;308 Sw;2023;3;diesel;Manuelle;65250;7;130;17499;60;https://www.autosphere.fr/fiche/auto-occasion-peugeot-308-sw-1-5-bluehdi-130ch-s-s-active-pack-60740-saint-maximin-1019637
Audi;Q2;2020;6;essence;Automatique;48292;8;150;23999;33;https://www.autosphere.fr/fiche/auto-occasion-audi-q2-35-tfsi-150ch-s-line-s-tronic-7-33260-la-teste-de-buch-300914
Renault;Zoé;2021;5;électrique;Automatique;60065;4;109;12499;54;https://www.autosphere.fr/fiche/auto-occasion-renault-zoe-e-tech-business-charge-normale-r110-achat-integral-21-54135-mexy-241141
Mitsubishi;Colt;2025;1;essence;Manuelle;5;5;91;19499;57;https://www.autosphere.fr/fiche/auto-occasion-mitsubishi-colt-1-0-mpi-t-91ch-intense-2025-57180-terville-242409
Renault;Clio;2025;1;hybride;Automatique;6086;5;145;25999;59;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-6-e-tech-145ch-full-hybrid-esprit-alpine-24-59470-wormhout-250772
Renault;Zoé;2022;4;électrique;Automatique;59937;4;109;11999;13;https://www.autosphere.fr/fiche/auto-occasion-renault-zoe-e-tech-equilibre-charge-normale-r110-achat-integral-my22-13127-vitrolles-30532
Mini;Mini;2022;4;électrique;Automatique;26681;5;184;20299;59;https://www.autosphere.fr/fiche/auto-occasion-mini-mini-cooper-se-184ch-edition-premium-plus-bva-5cv-59113-seclin-2512034
Peugeot;208;2024;2;essence;Manuelle;11956;5;100;14499;79;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-208-1-2-puretech-100ch-s-s-active-79000-niort-1242378
Renault;Austral;2024;2;hybride;Automatique;10811;7;200;34799;77;https://www.autosphere.fr/fiche/auto-occasion-renault-austral-1-2-e-tech-full-hybrid-200ch-techno-esprit-alpine-23-77100-nanteuil-les-meaux-037423
Nissan;Townstar;2024;2;essence;Manuelle;30922;6;131;16990;26;https://www.autosphere.fr/fiche4/auto-occasion-nissan-townstar-l1-1-3-tce-130-acenta-gsr2b-26000-valence-206526
Peugeot;208;2024;2;essence;Automatique;11039;5;100;17499;84;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-208-1-2-hybrid-100ch-active-e-dcs6-84000-avignon-59474
Citroen;C3 Aircross;2022;4;essence;Manuelle;47489;6;110;13999;59;https://www.autosphere.fr/fiche-mixte/auto-occasion-citroen-c3-aircross-puretech-110ch-s-s-c-series-59850-nieppe-250711
Citroen;C5 Aircross;2025;1;diesel;Automatique;2000;7;130;36999;86;https://www.autosphere.fr/fiche/auto-occasion-citroen-c5-aircross-1-5-bluehdi-130ch-max-boite-automatique-86000-poitiers-vr7acyhz2sl039362
Citroen;Berlingo Van;2025;1;diesel;Manuelle;6788;5;100;20999;86;https://www.autosphere.fr/fiche/auto-occasion-citroen-berlingo-van-m-650kg-bluehdi-100ch-s-s-86100-chatellerault-1232040
Citroen;C1;2013;13;essence;Manuelle;75331;4;68;6900;38;https://www.autosphere.fr/fiche4/auto-occasion-citroen-c1-1-0-i-collection-5p-38320-eybens-250969
Bmw;Série 3 Touring;2024;2;diesel;Automatique;29023;10;190;45999;40;https://www.autosphere.fr/fiche-mixte/auto-occasion-bmw-serie-3-touring-320da-190ch-m-sport-40090-saint-avit-122146
Citroen;C3;2021;5;essence;Manuelle;34206;6;110;13330;8;https://www.autosphere.fr/fiche-mixte/auto-occasion-citroen-c3-1-2-puretech-110ch-s-s-shine-pack-125g-08000-charleville-mezieres-689
Renault;Clio;2025;1;essence;Manuelle;10780;5;90;19911;8;https://www.autosphere.fr/fiche4/auto-occasion-renault-clio-1-0-tce-90ch-esprit-alpine-24-08000-charleville-mezieres-472
Renault;Mégane;2023;3;électrique;Automatique;28104;4;220;24799;57;https://www.autosphere.fr/fiche/auto-occasion-renault-megane-e-tech-electric-ev60-220ch-techno-super-charge-57200-sarreguemines-008502
Dacia;Duster;2020;6;diesel;Manuelle;73879;6;115;18990;38;https://www.autosphere.fr/fiche4/auto-occasion-dacia-duster-1-5-blue-dci-115ch-confort-4x4-e6u-38170-seyssinet-pariset-502255
Renault;Mégane;2022;4;électrique;Automatique;57432;4;220;21999;2;https://www.autosphere.fr/fiche/auto-occasion-renault-megane-e-tech-electric-ev60-220ch-techno-super-charge-02000-laon-250659
Peugeot;308;2024;2;diesel;Automatique;24722;7;130;23980;38;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-308-1-5-bluehdi-130ch-s-s-allure-eat8-38300-bourgoin-jallieu-216445
Renault;Captur;2025;1;hybride;Automatique;12858;5;145;24999;59;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-captur-1-6-e-tech-full-hybrid-145ch-evolution-59640-dunkerque-600978
Dacia;Sandero;2022;4;essence;Manuelle;50032;5;90;12999;59;https://www.autosphere.fr/fiche/auto-occasion-dacia-sandero-1-0-tce-90ch-stepway-essentiel-22-59470-wormhout-250590
Bmw;Série 1;2024;2;diesel;Automatique;22950;6;116;29999;30;https://www.autosphere.fr/fiche-mixte/auto-occasion-bmw-serie-1-116da-116ch-edition-sport-dkg7-30000-nimes-2193553
Peugeot;2008;2008;18;essence;Automatique;39900;7;130;18799;84;https://www.autosphere.fr/fiche/auto-occasion-peugeot-2008-1-2-puretech-130ch-s-s-allure-pack-eat8-84000-avignon-59550
Peugeot;208;2025;1;électrique;Automatique;5000;4;136;32490;13;https://www.autosphere.fr/fiche/auto-occasion-peugeot-208-e-208-136ch-gt-13100-aix-en-provence-st43004019
Peugeot;Boxer;2025;1;diesel;Manuelle;5;7;120;30500;3;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-boxer-l2h2-3-3-120ch-s-s-pack-premium-connect-03100-montlucon-4000611
Renault;Clio;2024;2;essence;Manuelle;15568;5;90;15999;13;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-0-tce-90ch-evolution-24-13730-saint-victoret-46030
Citroen;C3;2023;3;essence;Manuelle;18503;4;83;12479;38;https://www.autosphere.fr/fiche-mixte/auto-occasion-citroen-c3-1-2-puretech-83ch-s-s-shine-38320-eybens-250824
Renault;Clio;2023;3;hybride;Automatique;21711;5;145;18499;74;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-6-e-tech-hybride-145ch-evolution-74200-thonon-les-bains-049197
Dacia;Duster;2023;3;diesel;Manuelle;55799;6;115;19290;38;https://www.autosphere.fr/fiche-mixte/auto-occasion-dacia-duster-1-5-blue-dci-115ch-sl-extreme-4x2-38300-bourgoin-jallieu-233842
Mini;Mini;2023;3;électrique;Automatique;80438;5;184;16499;86;https://www.autosphere.fr/fiche/auto-occasion-mini-mini-cooper-se-184ch-edition-premium-bva-5cv-86000-poitiers-251035
Peugeot;2008;2008;18;électrique;Automatique;75299;4;136;16499;84;https://www.autosphere.fr/fiche/auto-occasion-peugeot-2008-e-2008-136ch-gt-84000-avignon-59652
Nissan;X-Trail;2023;3;hybride;Automatique;30627;8;204;31999;57;https://www.autosphere.fr/fiche/auto-occasion-nissan-x-trail-e-power-204ch-n-connecta-57500-saint-avold-070656
Renault;Clio;2023;3;essence;Manuelle;26864;5;90;14999;57;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-0-tce-90ch-equilibre-57000-metz-227085
Peugeot;3008;2025;1;essence;Automatique;37541;7;136;29999;37;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-3008-1-2-hybrid-136ch-allure-e-dcs6-37540-saint-cyr-sur-loire-102969
Renault;Twingo;2023;3;essence;Manuelle;17172;4;65;13499;74;https://www.autosphere.fr/fiche/auto-occasion-renault-twingo-1-0-sce-65ch-equilibre-74200-thonon-les-bains-049132
Peugeot;Boxer;2025;1;diesel;Automatique;100;7;140;32990;64;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-boxer-l2h2-3-5-140ch-s-s-bva8-64140-billere-203084
Peugeot;208;2022;4;électrique;Automatique;39954;4;136;14799;13;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-208-e-208-136ch-active-13100-aix-en-provence-95816
Renault;Zoé;2021;5;électrique;Automatique;51402;4;109;14990;2;https://www.autosphere.fr/fiche/auto-occasion-renault-zoe-e-tech-life-charge-normale-r110-achat-integral-21-02300-chauny-250873
Renault;Mégane;2022;4;électrique;Automatique;20667;4;220;23999;62;https://www.autosphere.fr/fiche/auto-occasion-renault-megane-e-tech-electric-ev60-220ch-techno-super-charge-62218-loison-sous-lens-250864
Renault;Captur;2025;1;hybride;Automatique;23277;5;145;24899;62;https://www.autosphere.fr/fiche/auto-occasion-renault-captur-1-6-e-tech-full-hybrid-145ch-evolution-62000-arras-451530
Renault;Clio;2022;4;hybride;Automatique;33063;5;145;18999;59;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-clio-1-6-e-tech-hybride-145ch-engineered-59223-roncq-511232
Dacia;Spring;2023;3;électrique;Automatique;18011;2;45;10499;13;https://www.autosphere.fr/fiche/auto-occasion-dacia-spring-essential-23b-13127-vitrolles-30565
Mitsubishi;Eclipse Cross;2023;3;hybride;Automatique;48024;5;188;23999;59;https://www.autosphere.fr/fiche/auto-occasion-mitsubishi-eclipse-cross-2-4-mivec-phev-188ch-business-4wd-59300-valenciennes-502987
Dacia;Sandero;2024;2;gpl;Manuelle;23807;5;100;15999;57;https://www.autosphere.fr/fiche/auto-occasion-dacia-sandero-1-0-eco-g-100ch-stepway-essential-57180-terville-242487
Mercedes;Classe A;2025;1;diesel;Automatique;9500;8;150;41990;77;https://www.autosphere.fr/fiche-mixte/auto-occasion-mercedes-classe-a-200-d-150ch-amg-line-8g-dct-77240-vert-saint-denis-0453118303
Renault;Clio;2023;3;essence;Manuelle;47732;5;90;14999;62;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-0-tce-90ch-equilibre-62218-loison-sous-lens-260004
Citroen;C5 Aircross;2019;7;diesel;Automatique;102555;6;130;16499;2;https://www.autosphere.fr/fiche/auto-occasion-citroen-c5-aircross-bluehdi-130ch-s-s-shine-eat8-02000-laon-250706
Renault;Espace;2024;2;hybride;Automatique;22296;7;200;33999;57;https://www.autosphere.fr/fiche/auto-occasion-renault-espace-1-2-e-tech-full-hybrid-200ch-techno-5-places-24-57180-terville-242459
Volkswagen;T-Cross;2020;6;essence;Manuelle;35945;5;95;16499;60;https://www.autosphere.fr/fiche/auto-occasion-volkswagen-t-cross-1-0-tsi-95ch-lounge-60005-beauvais-2016730
Peugeot;208;2024;2;essence;Automatique;19828;5;100;18980;73;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-208-1-2-hybrid-100ch-allure-e-dcs6-73203-albertville-211945
Renault;Zoé;2020;6;électrique;Automatique;47260;4;109;9380;1;https://www.autosphere.fr/fiche4/auto-occasion-renault-zoe-life-charge-normale-r110-20-01000-bourg-en-bresse-160505
Peugeot;308;2022;4;diesel;Manuelle;85442;7;130;16499;84;https://www.autosphere.fr/fiche/auto-occasion-peugeot-308-1-5-bluehdi-130ch-s-s-active-pack-84000-avignon-59627
Mini;Mini;2022;4;électrique;Automatique;39674;5;184;17999;33;https://www.autosphere.fr/fiche-mixte/auto-occasion-mini-mini-cooper-se-184ch-edition-camden-bva-5cv-33700-merignac-2509014
Peugeot;3008;2022;4;hybride;Automatique;71553;10;225;20980;38;https://www.autosphere.fr/fiche4/auto-occasion-peugeot-3008-hybrid-225ch-allure-e-eat8-38000-grenoble-115670
Volkswagen;Touran;2024;2;diesel;Manuelle;23962;6;122;34499;51;https://www.autosphere.fr/fiche-mixte/auto-occasion-volkswagen-touran-2-0-tdi-122ch-life-plus-7-places-51530-magenta-e002953
Renault;Clio;2023;3;essence;Manuelle;42173;5;90;15699;62;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-0-tce-90ch-techno-62800-lievin-1026098
Dacia;Duster;2025;1;hybride;Automatique;1235;5;140;28499;13;https://www.autosphere.fr/fiche/auto-occasion-dacia-duster-1-6-hybrid-140ch-extreme-13730-saint-victoret-46125
Renault;Symbioz;2025;1;hybride;Automatique;6017;5;145;31499;59;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-symbioz-1-6-e-tech-full-hybrid-145ch-esprit-alpine-59223-roncq-508114
Peugeot;3008;2025;1;essence;Automatique;6;7;136;37799;84;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-3008-1-2-hybrid-136ch-gt-e-dcs6-84000-avignon-59738
Citroen;C5 Aircross;2025;1;diesel;Automatique;6988;7;130;29999;79;https://www.autosphere.fr/fiche-mixte/auto-occasion-citroen-c5-aircross-1-5-bluehdi-130ch-max-boite-automatique-79000-niort-1242475
Mercedes;Gla;2023;3;diesel;Automatique;58376;8;150;40990;51;https://www.autosphere.fr/fiche-mixte/auto-occasion-mercedes-gla-200-d-150ch-amg-line-8g-dct-51100-reims-r113335
Renault;Clio;2022;4;hybride;Automatique;47446;5;140;16299;44;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-clio-1-6-e-tech-140ch-business-21-44400-reze-110317
Ds;Ds 4;2022;4;hybride;Automatique;53015;10;225;26499;64;https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-4-e-tense-225ch-rivoli-64200-bassussarry-49503
Dacia;Duster;2021;5;gpl;Manuelle;51768;5;100;14199;51;https://www.autosphere.fr/fiche/auto-occasion-dacia-duster-1-0-eco-g-100ch-essentiel-4x2-e6u-51120-sezanne-250670
Opel;Insignia Sports Tourer;2017;9;diesel;Automatique;93034;10;170;16299;63;https://www.autosphere.fr/fiche/auto-occasion-opel-insignia-sports-tourer-2-0-d-170ch-blueinjection-elite-at8-63000-clermont-ferrand-1002679
Volkswagen;Polo;2020;6;essence;Automatique;78153;8;150;19799;74;https://www.autosphere.fr/fiche/auto-occasion-volkswagen-polo-1-5-tsi-150ch-r-line-exclusive-dsg7-euro6d-t-74200-thonon-les-bains-049062
Renault;Clio;2021;5;essence;Manuelle;31284;5;90;15499;62;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-0-tce-90ch-rs-line-21-62800-lievin-240998
Mercedes;Classe A;2020;6;hybride;Automatique;95302;8;102;24999;17;https://www.autosphere.fr/fiche/auto-occasion-mercedes-classe-a-250-e-160-102ch-amg-line-8g-dct-8cv-17138-puilboreau-16374
Renault;Clio;2021;5;hybride;Automatique;30842;5;140;17299;62;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-6-e-tech-140ch-intens-21-62231-coquelles-260005
Renault;Captur;2018;8;essence;Manuelle;69551;6;120;11999;2;https://www.autosphere.fr/fiche/auto-occasion-renault-captur-1-2-tce-120ch-energy-intens-02300-chauny-250860
Renault;Clio;2024;2;diesel;Manuelle;36768;5;100;17799;74;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-5-blue-dci-100ch-evolution-24-74100-annemasse-121981
Peugeot;308 Sw;2025;1;essence;Automatique;3545;7;145;31799;86;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-308-sw-1-2-hybrid-145ch-gt-e-dcs6-86000-poitiers-1242741
Renault;Clio;2024;2;gpl;Manuelle;20920;5;100;16399;59;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-0-tce-100ch-evolution-gpl-59470-wormhout-250761
Peugeot;Expert;2021;5;diesel;Manuelle;65384;5;120;18970;38;https://www.autosphere.fr/fiche4/auto-occasion-peugeot-expert-compact-1-5-bluehdi-120ch-s-s-urban-38000-grenoble-115918
Bmw;Série 6 Gran Turismo;2018;8;diesel;Automatique;80500;10;190;29989;62;https://www.autosphere.fr/fiche/auto-occasion-bmw-serie-6-gran-turismo-620d-xdrive-190ch-m-sport-euro6d-t-62232-fouquieres-les-bethune-250626
Renault;Arkana;2024;2;essence;Automatique;29785;7;140;21578;26;https://www.autosphere.fr/fiche4/auto-occasion-renault-arkana-1-3-tce-140ch-mild-hybrid-evolution-edc-23-26000-valence-442075
Citroen;C3;2025;1;électrique;Automatique;5;4;113;22299;79;https://www.autosphere.fr/fiche-mixte/auto-occasion-citroen-c3-electrique-113ch-you-pack-plus-79000-niort-1242663
Fiat;500;2022;4;électrique;Automatique;91427;3;95;9299;78;https://www.autosphere.fr/fiche/auto-occasion-fiat-500-e-95ch-action-step1-78240-chambourcy-121249
Renault;Kadjar;2022;4;essence;Automatique;15977;7;140;20799;2;https://www.autosphere.fr/fiche/auto-occasion-renault-kadjar-1-3-tce-140ch-fap-evolution-edc-02500-hirson-250535
Volvo;Xc40;2025;1;essence;Automatique;9928;9;163;36799;77;https://www.autosphere.fr/fiche/auto-occasion-volvo-xc40-b3-163ch-plus-dct-7-77210-avon-251122
Dacia;Jogger;2024;2;gpl;Manuelle;15950;5;100;19480;26;https://www.autosphere.fr/fiche4/auto-occasion-dacia-jogger-1-0-eco-g-100ch-extreme-7-places-26000-valence-441357
Kia;Stonic;2023;3;essence;Manuelle;26355;5;100;15999;62;https://www.autosphere.fr/fiche-mixte/auto-occasion-kia-stonic-1-0-t-gdi-100ch-motion-62800-lievin-1026084
Renault;Captur;2022;4;hybride;Automatique;35906;5;145;19999;51;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-captur-1-6-e-tech-hybride-145ch-intens-21-51530-magenta-e002921
Lexus;Lbx;2025;1;hybride;Automatique;12814;5;136;33699;69;https://www.autosphere.fr/fiche/auto-occasion-lexus-lbx-1-5-136ch-elegant-2wd-69410-champagne-au-mont-d-or-063901
Peugeot;208;2022;4;essence;Manuelle;52898;5;100;12989;73;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-208-1-2-puretech-100ch-s-s-style-73000-chambery-331035
Renault;5;2025;1;électrique;Automatique;5258;5;150;29999;59;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-5-e-tech-electrique-150ch-techno-autonomie-confort-59640-dunkerque-601332
Mitsubishi;Eclipse Cross;2023;3;hybride;Automatique;20;5;188;30999;44;https://www.autosphere.fr/fiche-mixte/auto-occasion-mitsubishi-eclipse-cross-2-4-mivec-phev-188ch-black-collection-4wd-2023-44400-reze-109955
Renault;Mégane;2023;3;électrique;Automatique;36671;4;220;23780;26;https://www.autosphere.fr/fiche4/auto-occasion-renault-megane-e-tech-electric-ev60-220ch-equilibre-optimum-charge-26000-valence-442285
Renault;Austral;2023;3;hybride;Automatique;35839;7;200;30477;26;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-austral-1-2-e-tech-full-hybrid-200ch-techno-esprit-alpine-26100-romans-sur-isere-120146
Peugeot;2008;2008;18;essence;Manuelle;87905;5;100;12479;74;https://www.autosphere.fr/fiche4/auto-occasion-peugeot-2008-1-2-puretech-100ch-s-s-allure-74600-seynod-159217
Volkswagen;Golf Sw;2019;7;diesel;Manuelle;75391;6;115;18999;44;https://www.autosphere.fr/fiche/auto-occasion-volkswagen-golf-sw-1-6-tdi-115ch-fap-confortline-business-euro6d-t-44400-reze-110400
Renault;Mégane;2022;4;électrique;Automatique;4459;4;220;25990;25;https://www.autosphere.fr/fiche4/auto-occasion-renault-megane-e-tech-electric-ev60-220ch-iconic-optimum-charge-25000-besancon-195544
Renault;Clio;2023;3;essence;Manuelle;15303;5;90;15299;62;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-0-tce-90ch-equilibre-62114-sains-en-gohelle-225354
Renault;Clio;2024;2;essence;Manuelle;31518;5;90;15499;13;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-0-tce-90ch-evolution-24-13300-salon-de-provence-302981
