marque;modele;annee;age_voiture;carburant;boite_vitesse;kilometrage;puissance_fiscale_cv;puissance_reelle_ch;prix;code_postal;url_annonce
Volkswagen;T-Roc Cabriolet;2020;6;essence;Automatique;67520;8;150;24299;57;https://www.autosphere.fr/fiche/auto-occasion-volkswagen-t-roc-cabriolet-1-5-tsi-evo-150ch-r-line-dsg7-57200-sarreguemines-008419
Renault;Arkana;2023;3;hybride;Automatique;22914;5;145;23499;51;https://www.autosphere.fr/fiche/auto-occasion-renault-arkana-1-6-e-tech-hybride-145ch-engineered-22-51530-magenta-250541
Bmw;Série 2 Gran Coupé;2025;1;diesel;Automatique;23982;8;163;42999;59;https://www.autosphere.fr/fiche-mixte/auto-occasion-bmw-serie-2-gran-coupe-220d-163ch-m-sport-dkg7-59650-villeneuve-d-ascq-2511720
Renault;Arkana;2023;3;essence;Automatique;31907;7;140;18980;1;https://www.autosphere.fr/fiche4/auto-occasion-renault-arkana-1-3-tce-mild-hybrid-140ch-evolution-edc-22-01000-bourg-en-bresse-159872
Dacia;Sandero;2023;3;gpl;Manuelle;70002;5;100;14599;60;https://www.autosphere.fr/fiche/auto-occasion-dacia-sandero-1-0-eco-g-100ch-stepway-expression-60740-saint-maximin-1020276
Ds;Ds 4;2024;2;essence;Automatique;32828;7;130;26990;51;https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-4-puretech-130ch-opera-automatique-51530-dizy-cr000389
Volvo;Xc40;2025;1;essence;Automatique;13468;9;163;40799;94;https://www.autosphere.fr/fiche/auto-occasion-volvo-xc40-b3-163ch-ultra-dct-7-94430-chennevieres-sur-marne-252126
Ford;Kuga;2022;4;hybride;Automatique;36362;8;190;23399;78;https://www.autosphere.fr/fiche-mixte/auto-occasion-ford-kuga-2-5-duratec-190ch-fhev-e85-titanium-bva-78310-coignieres-1991
Toyota;C-Hr;2022;4;hybride;Automatique;30000;5;98;24999;92;https://www.autosphere.fr/fiche/auto-occasion-toyota-c-hr-122h-distinctive-2wd-e-cvt-my22-92000-nanterre-052232
Peugeot;308;2023;3;essence;Manuelle;19064;7;130;20900;60;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-308-1-2-puretech-130ch-s-s-allure-pack-60005-beauvais-2017015
Peugeot;208;2023;3;essence;Manuelle;23571;5;100;14199;79;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-208-1-2-puretech-100ch-s-s-active-pack-79000-niort-1242898
Ford;Kuga;2023;3;diesel;Automatique;10755;6;120;25499;74;https://www.autosphere.fr/fiche/auto-occasion-ford-kuga-2-0-ecoblue-120ch-st-line-x-powershift-74330-epagny-142996
Renault;Clio;2023;3;essence;Manuelle;40153;5;90;14299;13;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-0-tce-90ch-evolution-13100-aix-en-provence-881696
Nissan;Juke;2023;3;essence;Manuelle;13142;6;114;22999;59;https://www.autosphere.fr/fiche-mixte/auto-occasion-nissan-juke-1-0-dig-t-114ch-tekna-2023-nissan-connect-jantes-19-59400-cambrai-002793
Peugeot;308;2024;2;essence;Manuelle;13723;7;130;19979;51;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-308-1-2-puretech-130ch-s-s-allure-51530-dizy-cr000265
Peugeot;3008;2025;1;électrique;Automatique;5000;7;210;40699;63;https://www.autosphere.fr/fiche/auto-occasion-peugeot-3008-electrique-210ch-batterie-73-kwh-allure-63000-clermont-ferrand-st43930125
Mini;Countryman;2021;5;essence;Manuelle;69494;7;136;23499;13;https://www.autosphere.fr/fiche/auto-occasion-mini-countryman-cooper-136ch-northwood-13100-aix-en-provence-919948
Dacia;Sandero;2023;3;essence;Manuelle;66044;5;90;13490;59;https://www.autosphere.fr/fiche/auto-occasion-dacia-sandero-1-0-tce-90ch-stepway-expression-59494-petite-foret-6218501
Renault;Twingo;2024;2;électrique;Automatique;11;3;82;13499;13;https://www.autosphere.fr/fiche/auto-occasion-renault-twingo-e-tech-electric-authentic-r80-achat-integral-13127-vitrolles-30592
Renault;Clio;2023;3;essence;Manuelle;7012;5;90;15499;51;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-0-tce-90ch-equilibre-51530-magenta-450799
Toyota;Yaris Cross;2022;4;hybride;Automatique;100668;5;116;19999;1;https://www.autosphere.fr/fiche/auto-occasion-toyota-yaris-cross-116h-trail-my22-01120-dagneux-091776
Renault;Symbioz;2025;1;hybride;Automatique;6683;5;145;31987;25;https://www.autosphere.fr/fiche4/auto-occasion-renault-symbioz-1-6-e-tech-full-hybrid-145ch-iconic-25300-pontarlier-663220
Toyota;Yaris;2025;1;hybride;Automatique;8000;5;92;21900;92;https://www.autosphere.fr/fiche/auto-occasion-toyota-yaris-116h-dynamic-business-affaires-mc24-programme-toyota-experience-92600-asnieres-sur-seine-st43839659
Fiat;Doblo Cargo;2022;4;diesel;Manuelle;37000;5;120;16999;44;https://www.autosphere.fr/fiche/auto-occasion-fiat-doblo-cargo-maxi-1-6-multijet-120ch-1005kg-evoluzione-44400-reze-110584
Renault;Clio;2023;3;essence;Manuelle;24308;5;90;15499;73;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-0-tce-90ch-evolution-73200-albertville-251249
Peugeot;2008;2008;18;essence;Manuelle;18252;5;100;16979;38;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-2008-1-2-puretech-100ch-s-s-active-38000-grenoble-114481
Renault;Clio;2024;2;essence;Manuelle;25774;5;90;16990;51;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-clio-1-0-tce-90ch-techno-24-51530-dizy-cr000386
Skoda;Kamiq;2022;4;essence;Automatique;55046;8;150;23699;2;https://www.autosphere.fr/fiche-mixte/auto-occasion-skoda-kamiq-1-5-tsi-150ch-monte-carlo-dsg7-euro6d-ap-02400-chateau-thierry-c302494
Peugeot;2008;2008;18;essence;Manuelle;21345;5;100;18480;38;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-2008-1-2-100ch-s-s-allure-38000-grenoble-115384
Renault;Clio;2023;3;hybride;Automatique;38500;5;145;18999;93;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-6-e-tech-145ch-full-hybrid-techno-93320-les-pavillons-sous-bois-p040019
Audi;A1 Sportback;2019;7;essence;Automatique;25896;6;116;20999;37;https://www.autosphere.fr/fiche/auto-occasion-audi-a1-sportback-30-tfsi-116ch-s-line-s-tronic-7-37170-chambray-les-tours-700631
Renault;Captur;2025;1;hybride;Automatique;17910;5;145;25999;59;https://www.autosphere.fr/fiche/auto-occasion-renault-captur-1-6-e-tech-full-hybrid-145ch-techno-59320-sequedin-233669
Bmw;Série 1;2025;1;essence;Automatique;2000;8;170;45990;30;https://www.autosphere.fr/fiche-mixte/auto-occasion-bmw-serie-1-120a-170ch-m-sport-dkg7-30100-ales-5604692
Nissan;Micra;2021;5;essence;Automatique;45551;5;92;14699;51;https://www.autosphere.fr/fiche/auto-occasion-nissan-micra-1-0-ig-t-92ch-business-edition-xtronic-2021-51530-magenta-14031
Renault;Captur;2023;3;essence;Manuelle;19413;5;90;16499;51;https://www.autosphere.fr/fiche/auto-occasion-renault-captur-1-0-tce-90ch-evolution-51100-reims-947988
Citroen;C4;2022;4;essence;Automatique;38500;7;130;16499;37;https://www.autosphere.fr/fiche/auto-occasion-citroen-c4-puretech-130ch-s-s-shine-eat8-37170-chambray-les-tours-700846
Kia;Pro Ceed;2024;2;essence;Automatique;1020;7;140;29978;73;https://www.autosphere.fr/fiche4/auto-occasion-kia-pro-ceed-1-5-t-gdi-140ch-gt-line-premium-dct7-73490-la-ravoire-330019
Citroen;C3;2023;3;essence;Manuelle;17600;4;83;12873;51;https://www.autosphere.fr/fiche-mixte/auto-occasion-citroen-c3-1-2-puretech-83ch-s-s-shine-51100-reims-001625
Renault;Captur;2024;2;gpl;Manuelle;23468;5;100;17479;26;https://www.autosphere.fr/fiche4/auto-occasion-renault-captur-1-0-eco-g-100ch-evolution-26000-valence-442114
Renault;Captur;2024;2;essence;Manuelle;14232;5;90;16999;86;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-captur-1-0-tce-90ch-evolution-86100-chatellerault-1231622
Bmw;Série 1;2024;2;diesel;Automatique;30487;8;163;38999;13;https://www.autosphere.fr/fiche-mixte/auto-occasion-bmw-serie-1-120da-163ch-dkg7-13100-aix-en-provence-919938
Renault;Clio;2025;1;essence;Manuelle;13526;5;90;16499;44;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-clio-1-0-tce-90ch-evolution-24-44400-reze-110340
Renault;Espace;2023;3;hybride;Automatique;44307;7;200;34990;2;https://www.autosphere.fr/fiche/auto-occasion-renault-espace-1-2-e-tech-full-hybrid-200ch-iconic-02500-hirson-250549
Bmw;Série 1;2025;1;essence;Automatique;9096;8;170;34999;59;https://www.autosphere.fr/fiche-mixte/auto-occasion-bmw-serie-1-120a-170ch-m-sport-dkg7-59650-villeneuve-d-ascq-2511729
Citroen;C3;2023;3;essence;Manuelle;13696;4;83;12690;38;https://www.autosphere.fr/fiche-mixte/auto-occasion-citroen-c3-1-2-puretech-83ch-s-s-max-38320-eybens-251035
Peugeot;3008;2025;1;essence;Automatique;5;7;145;37999;64;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-3008-1-2-hybrid-145ch-gt-e-dcs6-64140-billere-203186
Renault;Rafale;2025;1;hybride;Automatique;11471;7;200;45999;57;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-rafale-1-2-e-tech-full-hybrid-200ch-esprit-alpine-25-57200-sarreguemines-7251a
Renault;Clio;2021;5;essence;Manuelle;28695;5;90;14500;38;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-clio-1-0-tce-90ch-intens-21-38200-vienne-100732
Ford;Puma;2021;5;essence;Manuelle;54364;6;125;15499;80;https://www.autosphere.fr/fiche/auto-occasion-ford-puma-1-0-ecoboost-125ch-mhev-st-line-6cv-80136-rivery-948975
Peugeot;208;2022;4;essence;Manuelle;3720;5;100;14499;63;https://www.autosphere.fr/fiche/auto-occasion-peugeot-208-1-2-puretech-100ch-s-s-active-pack-63000-clermont-ferrand-1002797
Nissan;Juke;2025;1;hybride;Automatique;5000;5;143;28999;59;https://www.autosphere.fr/fiche/auto-occasion-nissan-juke-1-6-hybrid-143ch-n-connecta-2025-75-59223-roncq-hg106pq
Peugeot;508;2021;5;hybride;Automatique;67096;10;225;22980;1;https://www.autosphere.fr/fiche4/auto-occasion-peugeot-508-hybrid-225ch-gt-pack-e-eat8-01000-bourg-en-bresse-128632
Nissan;Juke;2023;3;hybride;Automatique;33532;5;143;21999;8;https://www.autosphere.fr/fiche/auto-occasion-nissan-juke-1-6-hybrid-143ch-tekna-2023-08000-charleville-mezieres-020867
Dacia;Sandero;2025;1;essence;Manuelle;3500;5;90;17990;57;https://www.autosphere.fr/fiche/auto-occasion-dacia-sandero-1-0-tce-90ch-stepway-extreme-24-57000-metz-2515g
Dacia;Sandero;2025;1;essence;Manuelle;6457;6;110;19490;62;https://www.autosphere.fr/fiche/auto-occasion-dacia-sandero-1-0-tce-110ch-stepway-extreme-62231-coquelles-251311
Peugeot;208;2025;1;essence;Manuelle;25630;5;100;16499;37;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-208-1-2-100ch-s-s-style-37170-chambray-les-tours-700565
Renault;Arkana;2023;3;essence;Automatique;0;7;140;17299;57;https://www.autosphere.fr/fiche/auto-occasion-renault-arkana-1-3-tce-mild-hybrid-140-equilibre-edc-carplay-47500kms-gtie-1an-57400-buhl-lorraine-009423
Renault;Clio;2025;1;diesel;Manuelle;7401;5;100;18900;38;https://www.autosphere.fr/fiche4/auto-occasion-renault-clio-1-5-dci-100ch-evolution-25-38170-seyssinet-pariset-502259
Renault;Clio;2024;2;essence;Manuelle;29889;5;90;15499;51;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-0-tce-90ch-evolution-24-51100-reims-948194
Dacia;Sandero;2024;2;gpl;Manuelle;23967;5;100;15290;59;https://www.autosphere.fr/fiche/auto-occasion-dacia-sandero-1-0-eco-g-100ch-stepway-essential-24-59190-hazebrouck-350537
Renault;Clio;2021;5;essence;Manuelle;34076;5;90;14499;59;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-clio-1-0-tce-90ch-limited-21n-59850-nieppe-250662
Nissan;Qashqai;2019;7;essence;Manuelle;44921;7;140;18499;59;https://www.autosphere.fr/fiche/auto-occasion-nissan-qashqai-1-3-dig-t-140ch-business-edition-2019-euro6-evap-59260-hellemmes-lille-11197
Citroen;C5 Aircross;2023;3;diesel;Automatique;26985;7;130;24999;86;https://www.autosphere.fr/fiche-mixte/auto-occasion-citroen-c5-aircross-bluehdi-130ch-s-s-c-series-eat8-86100-chatellerault-1231993
Renault;Clio;2025;1;essence;Manuelle;15158;5;90;17499;59;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-clio-1-0-tce-90ch-evolution-24-59640-dunkerque-600981
Dacia;Jogger;2023;3;gpl;Manuelle;14075;5;100;16999;62;https://www.autosphere.fr/fiche/auto-occasion-dacia-jogger-1-0-eco-g-100ch-essential-5-places-62231-coquelles-251128
Peugeot;208;2021;5;électrique;Automatique;39400;4;136;15740;74;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-208-e-208-136ch-allure-74600-seynod-159684
Peugeot;2008;2008;18;essence;Manuelle;63086;5;100;14999;60;https://www.autosphere.fr/fiche/auto-occasion-peugeot-2008-1-2-puretech-100ch-s-s-allure-60005-beauvais-2016855
Dacia;Sandero;2021;5;gpl;Manuelle;20500;5;100;13599;13;https://www.autosphere.fr/fiche/auto-occasion-dacia-sandero-1-0-eco-g-100ch-stepway-confort-13800-istres-023923
Dacia;Bigster;2025;1;hybride;Automatique;2613;6;155;32299;59;https://www.autosphere.fr/fiche/auto-occasion-dacia-bigster-1-8-hybrid-155ch-extreme-59320-sequedin-233662
Renault;Mégane;2022;4;électrique;Automatique;42142;4;220;21799;51;https://www.autosphere.fr/fiche/auto-occasion-renault-megane-e-tech-electric-ev60-220ch-equilibre-super-charge-51100-reims-048212
Renault;Clio;2023;3;essence;Manuelle;33275;5;90;14799;62;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-0-tce-90ch-equilibre-62000-arras-451491
Dacia;Duster;2025;1;hybride;Automatique;15;5;140;28799;37;https://www.autosphere.fr/fiche/auto-occasion-dacia-duster-1-6-hybrid-140ch-extreme-37170-chambray-les-tours-500257
Renault;Clio;2025;1;diesel;Manuelle;12466;5;100;19799;2;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-clio-1-5-blue-dci-100ch-evolution-24-02000-laon-250944
Citroen;C3;2022;4;essence;Manuelle;44300;4;83;11476;51;https://www.autosphere.fr/fiche-mixte/auto-occasion-citroen-c3-1-2-puretech-83ch-s-s-shine-51100-reims-001560
Volkswagen;Taigo;2022;4;essence;Automatique;61064;8;150;21799;79;https://www.autosphere.fr/fiche/auto-occasion-volkswagen-taigo-1-5-tsi-150ch-style-dsg7-79000-niort-421257
Volkswagen;Tiguan;2020;6;diesel;Automatique;103023;8;150;26799;86;https://www.autosphere.fr/fiche/auto-occasion-volkswagen-tiguan-2-0-tdi-150ch-carat-dsg7-euro6d-t-86000-poitiers-403048
Renault;Clio;2024;2;essence;Manuelle;10005;5;90;15499;13;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-0-tce-90ch-evolution-24-13730-saint-victoret-45980
Dacia;Sandero;2022;4;gpl;Manuelle;32895;5;100;13799;62;https://www.autosphere.fr/fiche/auto-occasion-dacia-sandero-1-0-eco-g-100ch-expression-62000-arras-451425
Volkswagen;Golf;2022;4;essence;Automatique;55998;8;150;24999;8;https://www.autosphere.fr/fiche/auto-occasion-volkswagen-golf-1-5-etsi-opf-150ch-style-dsg7-08000-charleville-mezieres-222137
Renault;Clio;2023;3;essence;Manuelle;60077;5;90;14499;62;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-0-tce-90ch-evolution-62219-longuenesse-251070
Renault;Trafic;2022;4;diesel;Manuelle;101507;7;130;18999;10;https://www.autosphere.fr/fiche/auto-occasion-renault-trafic-l1h1-2t8-2-0-blue-dci-130ch-grand-confort-10000-troyes-025687
Renault;Captur;2023;3;hybride;Automatique;19343;5;145;22480;25;https://www.autosphere.fr/fiche4/auto-occasion-renault-captur-1-6-e-tech-hybride-145ch-techno-25000-besancon-195175
Renault;Kangoo;2020;6;diesel;Manuelle;52571;4;80;15879;1;https://www.autosphere.fr/fiche4/auto-occasion-renault-kangoo-1-5-blue-dci-80ch-trend-4cv-01000-bourg-en-bresse-160291
Volvo;Xc40;2025;1;essence;Automatique;23350;9;163;35999;77;https://www.autosphere.fr/fiche/auto-occasion-volvo-xc40-b3-163ch-plus-dct-7-77240-vert-saint-denis-251137
Renault;Captur;2025;1;hybride;Automatique;3401;5;145;30499;10;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-captur-1-6-e-tech-full-hybrid-145ch-esprit-alpine-10510-maizieres-la-grande-paroisse-025407
Nissan;Juke;2021;5;essence;Manuelle;57250;6;114;15900;26;https://www.autosphere.fr/fiche-mixte/auto-occasion-nissan-juke-1-0-dig-t-114ch-n-connecta-2021-26000-valence-206567
Fiat;Ducato;2022;4;diesel;Manuelle;84961;7;160;26979;73;https://www.autosphere.fr/fiche4/auto-occasion-fiat-ducato-3-5-l-2-2-h3-power-160ch-20m-hayon-750kg-auvent-business-73490-la-ravoire-gmsa423
Ford;Kuga;2023;3;hybride;Automatique;55846;8;190;26499;59;https://www.autosphere.fr/fiche/auto-occasion-ford-kuga-2-5-duratec-190ch-fhev-e85-st-line-x-bva-59600-maubeuge-5019431
Renault;Clio;2021;5;essence;Manuelle;33726;5;90;14399;57;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-0-tce-90ch-limited-21-57200-sarreguemines-008429
Mitsubishi;Colt;2024;2;hybride;Automatique;5;5;143;24299;60;https://www.autosphere.fr/fiche-mixte/auto-occasion-mitsubishi-colt-1-6-mpi-hev-143ch-instyle-2024-60740-saint-maximin-1020234
Renault;Captur;2022;4;essence;Manuelle;36590;7;140;15999;54;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-captur-1-3-tce-140ch-business-21-54135-mexy-240978
Audi;A1 Sportback;2022;4;essence;Automatique;49193;6;110;25999;51;https://www.autosphere.fr/fiche/auto-occasion-audi-a1-sportback-30-tfsi-110ch-design-s-tronic-7-51100-reims-010816
Nissan;Juke;2023;3;hybride;Automatique;35905;5;143;21799;62;https://www.autosphere.fr/fiche-mixte/auto-occasion-nissan-juke-1-6-hybrid-143ch-business-2023-5-62800-lievin-1026068
Nissan;Qashqai;2022;4;hybride;Automatique;85254;8;190;22580;38;https://www.autosphere.fr/fiche4/auto-occasion-nissan-qashqai-e-power-190ch-business-edition-2022-38312-bourgoin-jallieu-326852
Dacia;Duster;2021;5;diesel;Manuelle;107671;6;115;15699;59;https://www.autosphere.fr/fiche/auto-occasion-dacia-duster-1-5-blue-dci-115ch-prestige-4x2-59470-wormhout-250617
Dacia;Bigster;2025;1;hybride;Automatique;15558;8;155;31799;10;https://www.autosphere.fr/fiche-mixte/auto-occasion-dacia-bigster-1-8-hybrid-155ch-journey-10510-maizieres-la-grande-paroisse-025682
Citroen;C3;2023;3;essence;Manuelle;19701;6;110;11999;86;https://www.autosphere.fr/fiche/auto-occasion-citroen-c3-1-2-puretech-110ch-s-s-shine-120-123g-86400-civray-83087
Ford;Puma;2023;3;essence;Automatique;24380;6;125;19899;59;https://www.autosphere.fr/fiche/auto-occasion-ford-puma-1-0-ecoboost-125ch-s-s-mhev-st-line-powershift-59320-sequedin-233531
Renault;Captur;2023;3;essence;Manuelle;16239;5;90;17499;60;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-captur-1-0-tce-90ch-evolution-60005-beauvais-2016756
Bmw;Série 1;2022;4;diesel;Automatique;35000;6;116;27899;33;https://www.autosphere.fr/fiche-mixte/auto-occasion-bmw-serie-1-116da-116ch-m-sport-dkg7-33700-merignac-2510055
Citroen;C4;2025;1;essence;Automatique;5000;7;136;31640;63;https://www.autosphere.fr/fiche-mixte/auto-occasion-citroen-c4-1-2-hybride-136ch-s-s-max-automatique-63000-clermont-ferrand-st42945341
Ds;Ds 7 Crossback;2021;5;hybride;Automatique;74200;10;225;25847;51;https://www.autosphere.fr/fiche4/auto-occasion-ds-ds-7-crossback-e-tense-225ch-grand-chic-51100-reims-290258
Toyota;Bz4x;2025;1;électrique;Automatique;6000;5;224;38499;69;https://www.autosphere.fr/fiche/auto-occasion-toyota-bz4x-224ch-22kw-grande-autonomie-lounge-mc25-69140-rillieux-la-pape-st44189259
Citroen;C3;2024;2;électrique;Automatique;5000;4;113;27840;63;https://www.autosphere.fr/fiche/auto-occasion-citroen-c3-electrique-113ch-max-63000-clermont-ferrand-st42017411
Dacia;Duster;2020;6;diesel;Manuelle;59064;6;115;17299;62;https://www.autosphere.fr/fiche/auto-occasion-dacia-duster-1-5-blue-dci-115ch-prestige-4x2-20-62231-coquelles-251286
Volkswagen;Golf;2023;3;diesel;Automatique;53217;8;150;30999;74;https://www.autosphere.fr/fiche/auto-occasion-volkswagen-golf-2-0-tdi-scr-150ch-r-line-dsg7-74200-thonon-les-bains-049193
Renault;Clio;2025;1;hybride;Automatique;9747;5;145;22999;77;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-6-e-tech-145ch-full-hybrid-techno-24-77100-nanteuil-les-meaux-037367
Bmw;Série 1;2022;4;essence;Automatique;24057;7;136;27999;86;https://www.autosphere.fr/fiche-mixte/auto-occasion-bmw-serie-1-118ia-136ch-m-sport-dkg7-86000-poitiers-251006
Dacia;Logan Mcv;2020;6;essence;Automatique;84973;5;90;11987;38;https://www.autosphere.fr/fiche4/auto-occasion-dacia-logan-mcv-0-9-tce-90ch-15-ans-easy-r-38110-saint-jean-de-soudain-tdp406962
Renault;Clio;2024;2;essence;Manuelle;9313;5;90;16490;25;https://www.autosphere.fr/fiche4/auto-occasion-renault-clio-1-0-tce-90ch-evolution-25000-besancon-195316
Renault;Arkana;2023;3;hybride;Automatique;34395;5;145;24299;54;https://www.autosphere.fr/fiche/auto-occasion-renault-arkana-1-6-e-tech-hybride-145ch-engineered-22-54135-mexy-241248
Nissan;X-Trail;2023;3;hybride;Automatique;57322;8;213;34999;59;https://www.autosphere.fr/fiche/auto-occasion-nissan-x-trail-e-4orce-213ch-tekna-7-places-59223-roncq-308192
